id,title,sentence,ARG0,PRED,ARG1,MOD-TIME,TAG,,,,,,,,,,,TAG MATCH,ARG0 MATCH,PRED MATCH,ARG1 MATCH
135,Jawa Barat,"Disamping perkembangan sosial dan infrastruktur, sektor manufaktur terhitung terbesar dalam memberikan kontribusinya melalui investasi, hampir tigaperempat dari industri-industri manufaktur non minyak berpusat di sekitar Jawa Barat.PDRB Jawa Barat pada tahun 2003 mencapai Rp231.764 miliar (US$ 27.26 Billion) menyumbang 14-15 persen dari total PDB nasional, angka tertinggi bagi sebuah Provinsi.",PDRB Jawa Barat,Persentase,14-15 persen,2003,CORRECT,,,,,,,,,,,,,,
136,Jawa Barat,"Bagaimanapun juga karena jumlah penduduk yang besar, PDB per kapita Jawa Barat adalah Rp 5.476.034 (US$644.24) termasuk minyak dan gas, ini menggambarkan 82,4 persen dan 86,1 persen dari rata-rata nasional.",,Persentase,"86,1 persen",,INC-NOT-ATTR,,,,,,,,,,,,,,
137,Jawa Barat,"Pertumbuhan ekonomi tahun 2003 adalah 4,21 persen termasuk minyak dan gas 4,91 persen termasuk minyak dan gas, lebih baik dari Indonesia secara keseluruhan.",Pertumbuhan ekonomi,Persentase,"4,91 persen",2003,CORRECT,,,,,,,,,,,,,,
138,Jawa Barat,"Penyumbang terbesar terhadap GRDP Jawa Barat adalah sektor manufaktur (36,72%), hotel, perdagangan dan pertanian (14,45%), totalnya sebesar 51,17%.",Sektor manufaktur,Persentase,"36,72 %",,CORRECT,,,,,,,,,,,,,,
139,Jawa Barat,"Penyumbang terbesar terhadap GRDP Jawa Barat adalah sektor manufaktur (36,72%), hotel, perdagangan dan pertanian (14,45%), totalnya sebesar 51,17%.","Hotel, perdagangan, dan pertanian",Persentase,"14,45 %",,CORRECT,,,,,,,,,,,,,,
140,Jawa Barat,"Penyumbang terbesar terhadap GRDP Jawa Barat adalah sektor manufaktur (36,72%), hotel, perdagangan dan pertanian (14,45%), totalnya sebesar 51,17%.",GRDP Jawa Barat,Persentase,"51,17 %",,CORRECT,,,,,,,,,,,,,,
141,Jawa Barat,Jawa Barat menymbangkan hampir seperempat dari nilai total hasil produksi Indonesia di sektor non Migas.,,,hampir seperempat,,INC-NOT-ATTR,,,,,,,,,,,,,,
142,Jawa Barat,"Ekspor utama tekstil, sekitar 55,45% dari total ekspor Jawa Barat, yang lainnya adalah besi baja, alas kaki, furnitur, rotan, elektronika, komponen pesawat dan lainnya.",Ekspor utama tekstil,Persentase,"sekitar 55,45 %",,CORRECT,,,,,,,,,,,,,,
143,Jawa Barat,"Tidak dimungkiri lagi, Jawa Barat merupakan 'Rumah Produksi' bagi ekonomi Indonesia, hasil pertanian Provinsi Jawa Barat menyumbangkan 15 persen dari nilai total pertanian Indonesia.Hasil tanaman pangan Jawa Barat meliputi beras, kentang manis, jagung, buah-buahan dan sayuran, disamping itu juga terdapat komoditas seperti teh, kelapa, minyak sawit, karet alam, gula, coklat dan kopi.",Hasil pertanian Provinsi Jawa Barat,Persentase,15 persen,,CORRECT,,,,,,,,,,,,,,
144,Jawa Barat,"Perternakannya menghasilkan 120.000 ekor sapi ternak, 34% dari total nasional.",Peternakannya,Jumlah sapi,120000,,CORRECT,,,,,,,,,,,,,,
145,Jawa Barat,"Perternakannya menghasilkan 120.000 ekor sapi ternak, 34% dari total nasional.",,Persentase,34 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
146,Jawa Barat,Jawa Barat berhadapan dengan dua sisi lautan Jawa pada bagian utara dan samudera Hindia di bagian selatan dengan panjang pantai sekitar 1000 km.,,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
147,Jawa Barat,Jawa Barat berhadapan dengan dua sisi lautan Jawa pada bagian utara dan samudera Hindia di bagian selatan dengan panjang pantai sekitar 1000 km.,Pantai,Panjang,sekitar 1000 km,,CORRECT,,,,,,,,,,,,,,
148,Jawa Barat,"Jawa Barat memiliki tenaga pekerja berpendididkan berjumlah 15,7 juta orang pada tahun 2001 atau 18 persen dari total nasional tenaga pekerja berpendidikan.",Tenaga pekerja berpendidikan,Jumlah populasi,"15,7 juta",2001,CORRECT,,,,,,,,,,,,,,
149,Jawa Barat,"Jawa Barat memiliki tenaga pekerja berpendididkan berjumlah 15,7 juta orang pada tahun 2001 atau 18 persen dari total nasional tenaga pekerja berpendidikan.",Tenaga pekerja berpendidikan,Persentase,18 persen,,CORRECT,,,,,,,,,,,,,,
150,Jawa Barat,"Bahasa Sunda diajarkan di dua tingkat jenjang pendidikan, yaitu jenjang pendidikan dasar (Sekolah Dasar/Madrasah Ibtidaiyah lalu Sekolah Menengah Pertama/Madrasah Tsanawiyah) dan jenjang pendidikan menengah (Sekolah Menengah Atas/Madrasah Aliyah).",,,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
151,Jawa Barat,"Dalam membantu keberlangsungan pendidikan Bahasa Sunda di Jawa Barat, pemerintah daerah Jawa Barat bekerjasama dengan Universitas Padjadjaran dan Yayasan Kebudayaan Rancage menerbitkan ""Kamus Utama"", yaitu kamus bahasa Sunda terlengkap yang terdiri dari 6 jilid, 10.000 halaman dan memuat 150.000 entri.","""Kamus Utama""",Jumlah jilid,6,,CORRECT,,,,,,,,,,,,,,
152,Jawa Barat,"Dalam membantu keberlangsungan pendidikan Bahasa Sunda di Jawa Barat, pemerintah daerah Jawa Barat bekerjasama dengan Universitas Padjadjaran dan Yayasan Kebudayaan Rancage menerbitkan ""Kamus Utama"", yaitu kamus bahasa Sunda terlengkap yang terdiri dari 6 jilid, 10.000 halaman dan memuat 150.000 entri.","""Kamus Utama""",Jumlah halaman,10000,,CORRECT,,,,,,,,,,,,,,
153,Jawa Barat,"Dalam membantu keberlangsungan pendidikan Bahasa Sunda di Jawa Barat, pemerintah daerah Jawa Barat bekerjasama dengan Universitas Padjadjaran dan Yayasan Kebudayaan Rancage menerbitkan ""Kamus Utama"", yaitu kamus bahasa Sunda terlengkap yang terdiri dari 6 jilid, 10.000 halaman dan memuat 150.000 entri.","""Kamus Utama""",Jumlah entri,150000,,CORRECT,,,,,,,,,,,,,,
154,Jawa Barat,"Pada sensus penduduk 2010 jumlah penduduk provinsi Jawa Barat adalah sebanyak 46.497.175 jiwa sementara jumlah suku Cirebon pada sensus penduduk 2010 dengan survei awal pada wilayah inti suku Cirebon yaitu di kabupaten Cirebon, kota Cirebon dan kabupaten Indramayu adalah sebesar 1.812.842 jiwa, data tersebut menjelaskan bahwa jumlah suku Cirebon ada sekitar 4-5% dari total populasi provinsi Jawa Barat, secara budaya dan bahasa, suku Cirebon masih mewarisi kedekatan-kesekatan tersebut dengan suku Sunda, namun keberagaman budaya dan bahasa yang ada di Jawa Barat sempat diuji ketika Kongres Jawa Barat yang ketiga diadakan.",Provinsi Jawa Barat,Jumlah populasi,46.497.175,2010,CORRECT,,,,,,,,,,,,,,
155,Jawa Barat,"Pada sensus penduduk 2010 jumlah penduduk provinsi Jawa Barat adalah sebanyak 46.497.175 jiwa sementara jumlah suku Cirebon pada sensus penduduk 2010 dengan survei awal pada wilayah inti suku Cirebon yaitu di kabupaten Cirebon, kota Cirebon dan kabupaten Indramayu adalah sebesar 1.812.842 jiwa, data tersebut menjelaskan bahwa jumlah suku Cirebon ada sekitar 4-5% dari total populasi provinsi Jawa Barat, secara budaya dan bahasa, suku Cirebon masih mewarisi kedekatan-kesekatan tersebut dengan suku Sunda, namun keberagaman budaya dan bahasa yang ada di Jawa Barat sempat diuji ketika Kongres Jawa Barat yang ketiga diadakan.",Suku Cirebon,Jumlah populasi,1.812.842,2010,CORRECT,,,,,,,,,,,,,,
156,Jawa Barat,"Pada sensus penduduk 2010 jumlah penduduk provinsi Jawa Barat adalah sebanyak 46.497.175 jiwa sementara jumlah suku Cirebon pada sensus penduduk 2010 dengan survei awal pada wilayah inti suku Cirebon yaitu di kabupaten Cirebon, kota Cirebon dan kabupaten Indramayu adalah sebesar 1.812.842 jiwa, data tersebut menjelaskan bahwa jumlah suku Cirebon ada sekitar 4-5% dari total populasi provinsi Jawa Barat, secara budaya dan bahasa, suku Cirebon masih mewarisi kedekatan-kesekatan tersebut dengan suku Sunda, namun keberagaman budaya dan bahasa yang ada di Jawa Barat sempat diuji ketika Kongres Jawa Barat yang ketiga diadakan.",Suku Cirebon,Persentase,sekitar 4-5 %,2010,CORRECT,,,,,,,,,,,,,,
157,Jawa Barat,"Maka dari itu dilakukan sebuah metode yang disebut dengan ""Metode Guiter"", namun pada perhitungannya metode tersebut baru mencatat sekitar 75% perbedaan antara bahasa Cirebon dengan bahasa Jawa.",,Persentase,sekitar 75 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
158,Jawa Barat,"5 Tahun 2003 dalam kaitannya dengan pengembangan Bahasa Cirebon hanya terjadi disekitar wilayah eks-karesidenan Cirebon yaitu (Kabupaten Cirebon, Kota Cirebon, Kabupaten Indramayu, sebagian wilayah Kabupaten Majalengka dan sebagian wilayah Kabupaten Kuningan) sementara wilayah kabupaten lainnya yang juga didiami oleh Suku Cirebon seperti wilayah Kabupaten Subang sebelah utara dan sebagian wilayah Kabupaten Karawang di Pesisir Timur hingga tahun 2011 (delapan tahun setelah Perda Jawa Barat No.",,,delapan tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
159,Jawa Barat,"Berbeda halnya dengan pendidikan bahasa cirebon, pendidikan bahasa betawi di wilayah Provinsi Jawa Barat mengalami hal yang lebih parah dari masalah yang dialami oleh bahasa cirebon, pendidikan Bahasa Betawi hingga tahun 2011 (delapan tahun setelah Perda Jawa Barat No.",,,delapan tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
160,Jawa Barat,Jawa Barat terdiri atas 18 kabupaten dan 9 kota.,Jawa Barat,Jumlah kabupaten,18,,CORRECT,,,,,,,,,,,,,,
161,Jawa Barat,Jawa Barat terdiri atas 18 kabupaten dan 9 kota.,Jawa Barat,Jumlah kota,9,,CORRECT,,,,,,,,,,,,,,
162,Jawa Barat,Jawa Barat memiliki 91 wakil di DPR RI dari 11 daerah pemilihan dan empat wakil di DPD.,Jawa Barat,Jumlah wakil di DPR RI,91,,CORRECT,,,,,,,,,,,,,,
163,Jawa Barat,Jawa Barat memiliki 91 wakil di DPR RI dari 11 daerah pemilihan dan empat wakil di DPD.,,Jumlah daerah pemilihan,11,,INC-NOT-ATTR,,,,,,,,,,,,,,
164,Jawa Barat,Jawa Barat memiliki 91 wakil di DPR RI dari 11 daerah pemilihan dan empat wakil di DPD.,Jawa Barat,Jumlah wakil di DPD,empat,,CORRECT,,,,,,,,,,,,,,
165,Jawa Barat,Objek-objek wisata yang menarik dan banyak dikunjungi di daerah Jawa Barat: 1.,,,1,,INC-NOT-ATTR,,,,,,,,,,,,,,
166,Edinburgh,Kota ini memiliki penduduk sekitar 450.000 jiwa (2002).,Kota ini,Jumlah populasi,sekitar 450.000,,CORRECT,,,,,,,,,,,,,,
167,Edinburgh,"Kota ini merupakan salah satu tujuan wisatawan dunia, menarik 13 juta pengunjung setiap tahun.",Kota ini,Jumlah wisatawan,13 juta,,CORRECT,,,,,,,,,,,,,,
168,Nan Madol,"Reruntuhan ini beserta tembok batunya meliputi wilayah sepanjang 1,5 km dan selebar 0,5 km dan terdiri dari sekitar 100 pulau buatan.",Reruntuhan ini beserta tembok batunya,Panjang,"1,5 km",,CORRECT,,,,,,,,,,,,,,
169,Nan Madol,"Reruntuhan ini beserta tembok batunya meliputi wilayah sepanjang 1,5 km dan selebar 0,5 km dan terdiri dari sekitar 100 pulau buatan.",Reruntuhan ini beserta tembok batunya,Lebar,"0,5 km",,CORRECT,,,,,,,,,,,,,,
170,Nan Madol,"Reruntuhan ini beserta tembok batunya meliputi wilayah sepanjang 1,5 km dan selebar 0,5 km dan terdiri dari sekitar 100 pulau buatan.",,Jumlah pulau buatan,sekitar 100,,INC-NOT-ATTR,,,,,,,,,,,,,,
171,Nan Madol,"Nan Madol merupakan pusat upacara dan politik Dinasti Saudeleur, yang menyatukan sekitar 25.000 penduduk Pohnpei sampai kira-kira tahun 1628.",Pohnpei,Jumlah populasi,sekitar 25.000,,CORRECT,,,,,,,,,,,,,,
172,Nan Madol,"Jumlah penduduk ditaksir tidak melebihi 1.000 orang, kemungkinan malah kurang dari separuhnya.",,Jumlah populasi,1000,,INC-NOT-ATTR,,,,,,,,,,,,,,
173,Nan Madol,Nan Madol dikelilingi tembok raksasa yang diperkirakan tersusun dari 250.000.000 batu.,Tembok raksasa,Jumlah batu,250.000.000,,CORRECT,,,,,,,,,,,,,,
174,Nan Madol,Struktur bangunan di sana pun dibangun dari batu-batu monolit seberat 5 sampai 50 ton yang kemungkinan besar didatangkan dari pulau-pulau di sekitarnya.,Batu-batu monolit,Berat,5 sampai 50 ton,,CORRECT,,,,,,,,,,,,,,
175,Nan Madol,Setiap metode yang dicoba hanya mampu memindahkan batu dengan berat tak lebih dari beberapa ton saja.,Batu,Berat,lebih dari beberapa ton,,CORRECT,,,,,,,,,,,,,,
176,Nan Madol,Tentu saja ini tak bisa menjelaskan struktur-struktur yang terbuat dari batu utuh seberat puluhan ton.,Batu utuh,Berat,puluhan ton,,CORRECT,,,,,,,,,,,,,,
177,Benua Amerika,Benua Amerika adalah benua terbesar ke 2 di dunia setelah Benua Asia .Luas wilayahnya ± 42.292.000 Km².,,,2,,INC-NOT-ATTR,,,,,,,,,,,,,,
178,Benua Amerika,"Benua ini umumnya dibagi menjadi 3 yaitu Amerika Utara, Amerika Tengah, dan Amerika Selatan.",,,3,,INC-NOT-ATTR,,,,,,,,,,,,,,
179,Benua Amerika,"Secara astronomis, Benua Amerika terletak antara 83° LU - 55° LS dan 170° BT - 35° BB.",Benua Amerika,Lokasi,170° BT - 35° BB,,CORRECT,,,,,,,,,,,,,,
180,Uni Afrika,"Uni Afrika, disingkat UA (bahasa Inggris: African Union, disingkat AU) adalah sebuah uni yang terdiri dari 54 negara Afrika.",Uni Afrika,Jumlah negara,54,,CORRECT,,,,,,,,,,,,,,
181,Kalimantan Barat,"Luas wilayah Provinsi Kalimantan Barat adalah 146.807 km² (7,53% luas Indonesia).",Provinsi Kalimantan Barat,Persentase,"7,53 %",,CORRECT,,,,,,,,,,,,,,
182,Kalimantan Barat,"Jumlah penduduk Kalimantan Barat menurut Badan Pusat Statistik Provinsi Kalimantan Barat adalah 5.001.664 jiwa tahun 2014 (1,88% penduduk Indonesia).",Kalimantan Barat,Jumlah populasi,5.001.664,2014,CORRECT,,,,,,,,,,,,,,
183,Kalimantan Barat,"Jumlah penduduk Kalimantan Barat menurut Badan Pusat Statistik Provinsi Kalimantan Barat adalah 5.001.664 jiwa tahun 2014 (1,88% penduduk Indonesia).",Kalimantan Barat,Persentase,"1,88 %",,CORRECT,,,,,,,,,,,,,,
184,Kalimantan Barat,"Pulau Kalimantan kuno terbagi menjadi 3 wilayah negara kerajaan induk: Borneo (Brunei), Sukadana (Tanjungpura) dan Banjarmasin (Bumi Kencana).",Pulau Kalimantan kuno,Jumlah wilayah,3,,CORRECT,,,,,,,,,,,,,,
185,Kalimantan Barat,"Loue (Lawai) oleh Tomé Pires digambarkan daerah yang banyak intan, jarak dari Tanjompure empat hari pelayaran.",,,empat hari,,INC-TEMPORAL,,,,,,,,,,,,,,
186,Kalimantan Barat,Pada masa pemerintahan Raja Maruhum Panambahan seorang Adipati Sambas/Panembahan Ratu Sambas telah menghantarkan upeti berupa dua biji intan yang berukuran besar yang bernama Si Giwang dan Si Misim.,Adipati Sambas/Panembahan Ratu Sambas,Jumlah upeti,dua biji intan,,CORRECT,,,,,,,,,,,,,,
187,Kalimantan Barat,"Sementara itu serangan itu tidak memiliki tempat; Walaupun, sultan Brunei telah turun ke laut dengan 150 perahu, tetapi badai telah memaksanya untuk mundur.",Sultan Brunei,Jumlah perahu,150,,CORRECT,,,,,,,,,,,,,,
188,Kalimantan Barat,"352, antara lain mengatur dan menetapkan bahwa ibu kota wilayah administratif ""Gouvernement"" Borneo berkedudukan di Banjarmasin dibagi atas 2 Residentir, salah satu di antaranya adalah ""Residentie Westerafdeeling Van Borneo"" dengan ibu kota Pontianak yang dipimpin oleh seorang Residen.",,,2,,INC-NOT-ATTR,,,,,,,,,,,,,,
189,Kalimantan Barat,"Pada tanggal 1 Januari 1957 Kalimantan Barat resmi menjadi provinsi yang berdiri sendiri di Pulau Kalimantan, berdasarkan Undang-undang Nomor 25 tahun 1956 tanggal 7 Desember 1956.",,,25,,INC-NOT-ATTR,,,,,,,,,,,,,,
190,Kalimantan Barat,Undang-undang tersebut juga menjadi dasar pembentukan dua provinsi lainnya di pulau terbesar di Nusantara itu.,,Jumlah provinsi,dua,,INC-NOT-ATTR,,,,,,,,,,,,,,
191,Kalimantan Barat,"Hutan di Kalimantan Barat tinggallah bersisa 8,2 juta hektar, dan —sebagaimana dilansir oleh WALHI Provinsi Kalbar— mengalami deforestasi sebesar 124.956 hektar atau hampir 2 kali luas Jakarta pada periode 2015-16.",Hutan di Kalimantan Barat,Luas,"8,2 juta hektar",2015-16,CORRECT,,,,,,,,,,,,,,
192,Kalimantan Barat,"Hutan di Kalimantan Barat tinggallah bersisa 8,2 juta hektar, dan —sebagaimana dilansir oleh WALHI Provinsi Kalbar— mengalami deforestasi sebesar 124.956 hektar atau hampir 2 kali luas Jakarta pada periode 2015-16.",Deforestasi,Luas,124.956 hektar,2015-16,CORRECT,,,,,,,,,,,,,,
193,Kalimantan Barat,"Hutan di Kalimantan Barat tinggallah bersisa 8,2 juta hektar, dan —sebagaimana dilansir oleh WALHI Provinsi Kalbar— mengalami deforestasi sebesar 124.956 hektar atau hampir 2 kali luas Jakarta pada periode 2015-16.",,,hampir 2,,INC-NOT-ATTR,,,,,,,,,,,,,,
194,Kalimantan Barat,"Hutan di Kalimantan Barat tinggallah bersisa 8,2 juta hektar, dan —sebagaimana dilansir oleh WALHI Provinsi Kalbar— mengalami deforestasi sebesar 124.956 hektar atau hampir 2 kali luas Jakarta pada periode 2015-16.",,,2015-16,,INC-TEMPORAL,,,,,,,,,,,,,,
195,Kalimantan Barat,"Presiden Joko Widodo pada 20 Agustus 2018 menyerahkan surat keputusan pengesahan atas hutan adat Desa Tae, Kecamatan Balai, Kabupaten Sanggau seluas 2.189 hektar, hutan adat Tembawang Tampun Juah di Dusun Segumon, Desa Lubuk Sabuk, Kecamatan Sekayam, masih dari Sanggau, seluas 651 hektar, dan 100 hektar hutan adat Pikul di Desa Sahan, Seluas, di Kabupaten Bengkayang.",Hutan adat Desa Tae,Luas,2.189 hektar,,CORRECT,,,,,,,,,,,,,,
196,Kalimantan Barat,"Presiden Joko Widodo pada 20 Agustus 2018 menyerahkan surat keputusan pengesahan atas hutan adat Desa Tae, Kecamatan Balai, Kabupaten Sanggau seluas 2.189 hektar, hutan adat Tembawang Tampun Juah di Dusun Segumon, Desa Lubuk Sabuk, Kecamatan Sekayam, masih dari Sanggau, seluas 651 hektar, dan 100 hektar hutan adat Pikul di Desa Sahan, Seluas, di Kabupaten Bengkayang.",Desa Lubuk Sabuk,Luas,651 hektar,,CORRECT,,,,,,,,,,,,,,
197,Kalimantan Barat,"Presiden Joko Widodo pada 20 Agustus 2018 menyerahkan surat keputusan pengesahan atas hutan adat Desa Tae, Kecamatan Balai, Kabupaten Sanggau seluas 2.189 hektar, hutan adat Tembawang Tampun Juah di Dusun Segumon, Desa Lubuk Sabuk, Kecamatan Sekayam, masih dari Sanggau, seluas 651 hektar, dan 100 hektar hutan adat Pikul di Desa Sahan, Seluas, di Kabupaten Bengkayang.",Hutan adat Pikul,Luas,100 hektar,,CORRECT,,,,,,,,,,,,,,
198,Kalimantan Barat,"Berdasarkan sensus tahun 2010, etnis paling dominan di Kalimantan Barat, yaitu Dayak (49.91%), kemudian ada suku Melayu (16.50%).",Dayak,Persentase,49.91 %,2010,CORRECT,,,,,,,,,,,,,,
199,Kalimantan Barat,"Berdasarkan sensus tahun 2010, etnis paling dominan di Kalimantan Barat, yaitu Dayak (49.91%), kemudian ada suku Melayu (16.50%).",Suku Melayu,Persentase,16.50 %,2010,CORRECT,,,,,,,,,,,,,,
200,Kalimantan Barat,Mayoritas masyarakat Kalimantan Barat menganut agama Islam (55.68%).,,Persentase,55.68 %,,INC-NOT-ATTR,,,,,,,,,,,,,,
201,Kalimantan Barat,Nilai ini menempatkan Kalbar di nomor 29.,,,29,,INC-NOT-ATTR,,,,,,,,,,,,,,
202,Kalimantan Barat,Kebun kelapa sawit sampai Oktober 2012 sudah mencapai 1.060.000 ha.,Kebun kelapa sawit,Luas,1.060.000 ha,Oktober 2012,CORRECT,,,,,,,,,,,,,,
203,Kalimantan Barat,"Tahtum ini jika dilantunkan sesuai aslinya bisa mencapai belasan malam untuk satu episode, sementara Tahtum ini terdiri dari ratusan episode.",,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
204,Helsinki,"Daerah urban Helsinki termasuk kota Espoo, Vantaa, dan Kauniainen, yang disebut juga Wilayah Ibu kota dengan penduduk sebanyak 992.836 jiwa.",Daerah urban Helsinki,Jumlah populasi,992.836,,CORRECT,,,,,,,,,,,,,,
205,Helsinki,Helsinki memiliki hubungan sejarah yang dekat dengan ketiga kota ini.,,,ketiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
206,Helsinki,"Kota ini adalah kawasan urban paling utara di atas satu juta orang, dan ibu kota paling utara di antara Negara anggota Uni Eropa.",Kota ini,Jumlah populasi,satu juta orang,,CORRECT,,,,,,,,,,,,,,
207,Helsinki,"Selama perang, tentara Rusia mengepung benteng Sveaborg dan sekitar seperempat bagian kota hancur akibat kebakaran 1808.",,,sekitar seperempat,,INC-NOT-ATTR,,,,,,,,,,,,,,
208,Helsinki,"Disebut sebagai ""Putri Baltik"", Helsinki terletak di ujung semenanjung dan dikelilingi 315 pulau.",,Jumlah pulau,315,,INC-NOT-ATTR,,,,,,,,,,,,,,
209,Helsinki,"Kepadatan penduduk di bagian dalam kota ini sangat tinggi, mencapai 16.494 penduduk per km2 di distrik Kallio, tetapi secara keseluruhan kepadatan kota ini adalah 3.050 jiwa per km2.",Distrik Kallio,Jumlah populasi,16.494,,CORRECT,,,,,,,,,,,,,,
210,Helsinki,"Kepadatan penduduk di bagian dalam kota ini sangat tinggi, mencapai 16.494 penduduk per km2 di distrik Kallio, tetapi secara keseluruhan kepadatan kota ini adalah 3.050 jiwa per km2.",kota ini,Jumlah populasi,3050,,CORRECT,,,,,,,,,,,,,,
211,Helsinki,Kota ini juga memiliki 11.000 kapal berth dan lebih dari 14.000 hektar kawasan memancing.,kota ini,Jumlah kapal,11000,,CORRECT,,,,,,,,,,,,,,
212,Helsinki,Kota ini juga memiliki 11.000 kapal berth dan lebih dari 14.000 hektar kawasan memancing.,kawasan memancing,Luas,lebih dari 14.000 hektar,,CORRECT,,,,,,,,,,,,,,
213,Helsinki,"Daerah Ibu kota Helsinki terdiri dari 4 munisipalitas: Helsinki, Espoo, Vantaa, dan Kauniainen dan dianggap menjadi satu-satunya metropolis di Finlandia.",,,4,,INC-NOT-ATTR,,,,,,,,,,,,,,
214,Helsinki,Kawasan Metropolitan Helsinki (Helsinki Raya) terdiri dari kota-kota di Daerah Ibu kota dan 10 munisipalitas di sekelilingnya.,,,10,,INC-NOT-ATTR,,,,,,,,,,,,,,
215,Helsinki,Kawasan ini menyediakan lebih dari 750.000 pekerjaan.,kawasan ini,Jumlah pekerjaan,lebih dari 750.000,,CORRECT,,,,,,,,,,,,,,
216,Helsinki,"Namun, karena posisinya, di musim dingin kota ini hanya mendapatkan rata-rata sinar matahari 5 jam 48 menit dan cuaca yang berawan semakin menambah gelap.",,,5 jam 48 menit,,INC-TEMPORAL,,,,,,,,,,,,,,
217,Helsinki,"Namun, di musim panas Helsinki menikmati sinar matahari yang panjang, rata-rata mencapai 18 jam 57 menit per hari.",,,18 jam 57 menit,,INC-TEMPORAL,,,,,,,,,,,,,,
218,Helsinki,Helsinki memiliki proporsi penduduk wanita lebih banyak (53.4%) daripada rata-rata negara (51.1%).,Penduduk wanita,Persentase,53.4 %,,CORRECT,,,,,,,,,,,,,,
219,Helsinki,Helsinki memiliki proporsi penduduk wanita lebih banyak (53.4%) daripada rata-rata negara (51.1%).,Rata-rata negara,Persentase,51.1 %,,CORRECT,,,,,,,,,,,,,,
220,Helsinki,"Penduduk asing mengisi 8.0% populasi kota, sedangkan kelahiran asing mengisi 11.1%.",Penduduk asing,Persentase,8.0 %,,CORRECT,,,,,,,,,,,,,,
221,Helsinki,"Tahun 2012, 68.375 penduduk bicara bahasa ibu lain selain Finlandia, Swedia atau satu dari tiga bahasa Sami yang dituturkan di Finlandia.",,,satu,,INC-NOT-ATTR,,,,,,,,,,,,,,
222,Helsinki,"Tahun 2012, 68.375 penduduk bicara bahasa ibu lain selain Finlandia, Swedia atau satu dari tiga bahasa Sami yang dituturkan di Finlandia.",,,tiga,,INC-NOT-ATTR,,,,,,,,,,,,,,
223,Helsinki,"Titik pusat dari rencana kota yang dibuat Engel adalah Lapangan Senat yang dikelilingi Istana Pemerintah (sebelah timur), gedung utama Universitas Helsinki (sebelah barat), dan Katedral, di sebelah utara yang selesai 1852, 12 tahun setelah C. L. Engel meninggal.",,,"1852 , 12 tahun",,INC-NOT-ATTR,,,,,,,,,,,,,,
224,Helsinki,Gedung tertinggi (40 lantai) akan memiliki tinggi minimum 150 meter.,Gedung tertinggi,Jumlah lantai,40,,CORRECT,,,,,,,,,,,,,,
225,Helsinki,Gedung tertinggi (40 lantai) akan memiliki tinggi minimum 150 meter.,Gedung tertinggi,Tinggi,150 meter,,CORRECT,,,,,,,,,,,,,,
226,Helsinki,"Tulang punggung jaringan jalan tol Helsinki terdiri dari 3 jalan lingkar semilingkar, Lingkar I, Lingkar II, dan Lingkar III, yang menghubungkan kota ini ke bagian lainnya di Finlandia, dan ke bagian barat dan timur di ""Länsiväylä"" dan ""Itäväylä"".",,,3,,INC-NOT-ATTR,,,,,,,,,,,,,,
227,Helsinki,Helsinki memiliki kepadatan kendaraan sebesar 390 mobil per 1000 penduduk.,,Jumlah mobil,390,,INC-NOT-ATTR,,,,,,,,,,,,,,
228,Helsinki,Helsinki memiliki kepadatan kendaraan sebesar 390 mobil per 1000 penduduk.,,Jumlah populasi,1000,,INC-NOT-ATTR,,,,,,,,,,,,,,
229,Helsinki,"Sistem transportasi umum di Helsinki terdiri dari tram, komuter, metro, bus, 2 jalur feri, dan minibus.",,Jumlah jalur,2,,INC-NOT-ATTR,,,,,,,,,,,,,,
230,Helsinki,300 kapal cruise dan 360.000 penumpang penumpang cruise mengunjungi kota ini tiap tahunnya.,,Jumlah kapal,300 kapal cruise,,INC-NOT-ATTR,,,,,,,,,,,,,,
231,Helsinki,300 kapal cruise dan 360.000 penumpang penumpang cruise mengunjungi kota ini tiap tahunnya.,,Jumlah penumpang,360000,,INC-NOT-ATTR,,,,,,,,,,,,,,
232,Helsinki,Pelabuhan penumpang Helsinki adalah kedua tersibuk di Eropa dengan 11 juta penumpang tahun 2013.,,,kedua,,INC-NOT-ATTR,,,,,,,,,,,,,,
233,Helsinki,Pelabuhan penumpang Helsinki adalah kedua tersibuk di Eropa dengan 11 juta penumpang tahun 2013.,Pelabuhan penumpang Helsinki,Jumlah penumpang,11 juta,,CORRECT,,,,,,,,,,,,,,
234,Helsinki,Dewan kota dipilih 4 tahun sekali.,,,4 tahun,,INC-TEMPORAL,,,,,,,,,,,,,,
235,Helsinki,Dewan Kota Helsinki terdiri dari 85 anggota.,Dewan Kota Helsinki,Jumlah anggota,85,,CORRECT,,,,,,,,,,,,,,
236,Helsinki,"PDB per kapita kota ini sekitar 1,3 kali rata-rata nasional.",PDB per kapita,Nominal,"sekitar 1,3",,CORRECT,,,,,,,,,,,,,,
