source,sentence,ARG0,PRED,ARG1,TAG,NUM_CATEGORY
Wikipedia,"Menurut badan pusat statistik (BPS) ekonomi Papua triwulan pertama terhadap triwulan sebelumnya mengalami kontraksi pertumbuhan sebesar minus 13,64 persen.",ekonomi Papua triwulan,persentase kontraksi pertumbuhan sebesar minus,"minus 13,64 persen",INCORRECT,PRC
Wikipedia,"Jika dilihat dari karakteristik budaya, mata pencaharian dan pola kehidupannya, penduduk asli Papua itu dapat dibagi dalam dua kelompok besar, yaitu Papua pegunungan atau pedalaman, dataran tinggi dan Papua dataran rendah dan pesisir.",penduduk asli Papua itu,jumlah kelompok besar,dua,CORRECT,CRD
Wikipedia,"Pola kepercayaan agama tradisional masyarakat Papua menyatu dan menyerap ke segala aspek kehidupan, mereka memiliki suatu pandangan dunia yang integral yang erat kaitannya satu sama lain antar dunia yang material dan spiritual, yang sekuler dan sakral dan keduanya berfungsi bersama-sama.",Pola kepercayaan agama tradisional masyarakat Papua,jumlah pandangan dunia yang integral yang erat kaitannya,satu,INCORRECT,CRD
Wikipedia,"Kelompok suku asli di Papua terdiri dari 25 suku, dengan bahasa yang masing-masing berbeda.",Kelompok suku asli di Papua,jumlah suku,25,CORRECT,CRD
Wikipedia,"Dengan luas wilayah sebesar 2,4 juta Ha; Lorentz merupakan taman nasional terbesar di Asia Tenggara.",Lorentz,wilayah sebesar,"2,4 juta Ha",CORRECT,QTY
Wikipedia,"Sebelum mengalami pemekaran kabupaten, kawasan perbatasan di Papua terletak di 4 (empat) kabupaten yaitu Kota Jayapura, Kabupaten Jayapura, Kabupaten Jayawijaya, dan Kabupaten Merauke.",kawasan perbatasan di Papua,jumlah kabupaten yaitu Kota Jayapura,4,INCORRECT,CRD
Wikipedia,"Sebelum mengalami pemekaran kabupaten, kawasan perbatasan di Papua terletak di 4 (empat) kabupaten yaitu Kota Jayapura, Kabupaten Jayapura, Kabupaten Jayawijaya, dan Kabupaten Merauke.",kawasan perbatasan di Papua,jumlah 4,empat,INCORRECT,CRD
Wikipedia,"Setelah adanya pemekaran wilayah kabupaten, maka kawasan perbatasan di Papua terletak di 5 (lima) wilayah kabupaten/kota yaitu Kota Jayapura, Kabupaten Keerom, Kabupaten Pegunungan Bintang, Kabupaten Boven Digoel dan Kabupaten Merauke, serta 23 (dua puluh tiga) wilayah kecamatan (distrik).",kawasan perbatasan di Papua,jumlah wilayah kabupaten/kota yaitu Kota Jayapura,5,INCORRECT,CRD
Wikipedia,"Setelah adanya pemekaran wilayah kabupaten, maka kawasan perbatasan di Papua terletak di 5 (lima) wilayah kabupaten/kota yaitu Kota Jayapura, Kabupaten Keerom, Kabupaten Pegunungan Bintang, Kabupaten Boven Digoel dan Kabupaten Merauke, serta 23 (dua puluh tiga) wilayah kecamatan (distrik).",kawasan perbatasan di Papua,jumlah 5,lima,INCORRECT,CRD
Wikipedia,"Setelah adanya pemekaran wilayah kabupaten, maka kawasan perbatasan di Papua terletak di 5 (lima) wilayah kabupaten/kota yaitu Kota Jayapura, Kabupaten Keerom, Kabupaten Pegunungan Bintang, Kabupaten Boven Digoel dan Kabupaten Merauke, serta 23 (dua puluh tiga) wilayah kecamatan (distrik).",kawasan perbatasan di Papua,jumlah wilayah kecamatan,23,CORRECT,CRD
Wikipedia,"Setelah adanya pemekaran wilayah kabupaten, maka kawasan perbatasan di Papua terletak di 5 (lima) wilayah kabupaten/kota yaitu Kota Jayapura, Kabupaten Keerom, Kabupaten Pegunungan Bintang, Kabupaten Boven Digoel dan Kabupaten Merauke, serta 23 (dua puluh tiga) wilayah kecamatan (distrik).",kawasan perbatasan di Papua,wilayah kabupaten/kota yaitu Kota Jayapura,dua puluh tiga ) wilayah kecamatan,INCORRECT,QTY
Wikipedia,"Dari kelima kabupaten tersebut, Kabupaten Keerom, Pegunungan Bintang dan Boven Digoel merupakan kabupaten baru hasil pemekaran.",Kabupaten Keerom,jumlah kabupaten tersebut,kelima,INCORRECT,CRD
Wikipedia,"Garis perbatasan darat antara Indonesia dan PNG di Papua memanjang sekitar 760 kilometer dari Skouw, Jayapura di sebelah utara sampai muara sungai Bensbach, Merauke di sebelah Selatan.",Garis perbatasan darat antara Indonesia dan PNG di Papua,Skouw,sekitar 760 kilometer,INCORRECT,QTY
Wikipedia,"Jumlah pilar batas di kawasan perbatasan Papua hingga saat ini masih sangat terbatas, yaitu hanya 52 buah.",Jumlah pilar batas di kawasan perbatasan Papua hingga saat ini masih sangat terbatas,jumlah buah,52,CORRECT,CRD
Wikipedia,"Kondisi ini diperburuk lagi oleh ketidaktahuan masyarakat di sekitar perbatasan terhadap garis batas yang memisahkan kedua negara, bahkan di antara penduduk tersebut banyak yang belum memiliki tanda pengenal atau identitas diri seperti kartu tanda penduduk atau tanda pengenal lainnya.",Kondisi ini,jumlah negara,kedua,INCORRECT,CRD
Wikipedia,"Kegiatan pelintas batas di pintu perbatasan di Marauke relatif lebih terbatas dibanding dengan Jayapura, dengan kegiatan utama arus lintas batas masyarakat kedua negara dalam rangka kunjungan keluarga dan perdagangan tradisional.",Kegiatan pelintas batas di pintu perbatasan di Marauke relatif lebih terbatas,jumlah kegiatan utama arus lintas batas masyarakat,kedua,INCORRECT,CRD
Wikipedia,Kegiatan perdagangan yang relatif lebih besar justru terjadi dipintu-pintu masuk tidak resmi yang menghubungkan masyarakat kedua negara secara ilegal tanpa adanya pos lintas batas atau pos keamanan resmi.,Kegiatan perdagangan yang relatif lebih besar,jumlah masyarakat,kedua,INCORRECT,CRD
Wikipedia,"Tetapi 70 tahun, pada tahun 1984 kemudian kota ini masuk sejarah secara positif karena pada tahun ini diadakan Olimpiade musim dingin.",kota ini,masuk,70 tahun,INCORRECT,QTY
Wikipedia,"Tetapi 8 tahun kemudian darah mulai mengalir lagi di kota ini yang menjadi ajang pertempuran antara etnis Kroasia, Bosnia dan Serbia yang memperebutkan kota ini ketika Negara kesatuan Yugoslavia pecah.",tahun kemudian darah,mengalir,8 tahun,INCORRECT,QTY
Wikipedia,Saat ini kota ini memiliki penduduk sekitar 500.000 jiwa dan juga merupakan ibu kota Bosnia-Herzegovina.,Saat ini kota ini,jumlah jiwa,sekitar 500.000,CORRECT,CRD
Wikipedia,"Organisasi ini didirikan pada 22 Maret 1945 oleh tujuh negara, tetapi saat ini Liga Arab dikendalikan oleh Libya yang bukan pendiri Liga Arab.",Organisasi ini,jumlah negara,tujuh,CORRECT,CRD
Wikipedia,Piagam Liga Arab juga melarang para anggota untuk menggunakan kekerasan terhadap satu sama lain.,Piagam Liga Arab,jumlah menggunakan,satu,INCORRECT,CRD
Wikipedia,Penemuan situs prasejarah ini mengungkapkan bukti adanya hunian manusia prasejarah yang telah berlangsung disini pada sekitar 7.400 hingga 5.000 tahun yang lalu.,Penemuan situs prasejarah ini,berlangsung,sekitar 7.400 hingga 5.000 tahun,INCORRECT,QTY
Wikipedia,"Sebagian lagi, ada yang berpandangan bahwa Islam yang datang ke Aceh justru sudah dimulai dari sejak tahun pertama Hijriyah (618 M).",Islam,tahun,618 M,INCORRECT,QTY
Wikipedia,"Alasan yang dikemukakannya adalah pada masa tersebut; ada kevakuman antara wahyu pertama (610 M) dengan wahyu kedua kepada Muhammad selama 2,5 tahun.",Alasan,kevakuman antara wahyu,610 M,INCORRECT,QTY
Wikipedia,"Aceh Darussalam pada zaman kekuasaan zaman Sultan Iskandar Muda Meukuta Perkasa Alam (Sultan Aceh ke 19), merupakan negeri yang amat kaya dan makmur.",Aceh Darussalam pada zaman kekuasaan zaman Sultan Iskandar Muda Meukuta Perkasa Alam,jumlah Sultan Aceh,19,INCORRECT,CRD
Wikipedia,"Perang Aceh dimulai sejak Belanda menyatakan perang terhadap Aceh pada 26 Maret 1873, dimulai dari kedatangan Jenderal J.H.R Kohler dengan jumlah pasukan sebanyak 3.198, termasuk 168 perwira KNIL.",Perang Aceh,jumlah kedatangan Jenderal J.H.R Kohler dengan jumlah pasukan,3.198,INCORRECT,CRD
Wikipedia,"Perang Aceh dimulai sejak Belanda menyatakan perang terhadap Aceh pada 26 Maret 1873, dimulai dari kedatangan Jenderal J.H.R Kohler dengan jumlah pasukan sebanyak 3.198, termasuk 168 perwira KNIL.",Perang Aceh,jumlah perwira KNIL,168,INCORRECT,CRD
Wikipedia,"Bahkan, pada hari pertama perang berlangsung, 1 unit kapal perang Belanda, Citadel van Antwerpen harus mengalami 12 tembakan meriam dari pasukan Aceh.",perang,jumlah unit,1,INCORRECT,CRD
Wikipedia,"Bahkan, pada hari pertama perang berlangsung, 1 unit kapal perang Belanda, Citadel van Antwerpen harus mengalami 12 tembakan meriam dari pasukan Aceh.",Citadel van Antwerpen,jumlah tembakan meriam dari pasukan Aceh,12,CORRECT,CRD
Wikipedia,"Sultan M. Dawud akhirnya meyerahkan diri kepada Belanda pada tahun 1903 setelah dua istrinya, anak serta ibundanya terlebih dahulu ditangkap oleh Belanda.",Sultan M. Dawud,jumlah istrinya,dua,CORRECT,CRD
Wikipedia,"Pada 15 Agustus 2005, GAM dan pemerintah Indonesia akhirnya menandatangani persetujuan damai sehingga mengakhiri konflik antara kedua pihak yang telah berlangsung selama hampir 30 tahun.",GAM dan pemerintah Indonesia,berlangsung,hampir 30 tahun,INCORRECT,QTY
Wikipedia,"Sistem pemerintahan yang berlaku di Aceh saat ini ada 2, yaitu Sistem Pemerintahan Lokal Aceh dan Sistem Pemerintahan Indonesia.",Sistem pemerintahan,jumlah ada,2,CORRECT,CRD
Wikipedia,Saat ini satuan pemerintahan daerah yang berstatus Daerah Istimewa di Indonesia hanya dua provinsi yaitu Aceh (UU Nomor 44 Tahun 1999) dan Provinsi Daerah Istimewa Yogyakarta (UU 13 Tahun 2012).,Saat ini satuan pemerintahan daerah,jumlah provinsi yaitu Aceh,dua,INCORRECT,CRD
Wikipedia,"Oleh karena itu Aceh terdapat 2 (dua) sebutan yaitu daerah istimewa dan daerah khusus, sehingga nama Aceh dapat disebutkan sebagai daerah khusus provinsi Daerah Istimewa Aceh.",Aceh,jumlah sebutan yaitu daerah istimewa dan daerah khusus,2,INCORRECT,CRD
Wikipedia,"Oleh karena itu Aceh terdapat 2 (dua) sebutan yaitu daerah istimewa dan daerah khusus, sehingga nama Aceh dapat disebutkan sebagai daerah khusus provinsi Daerah Istimewa Aceh.",Aceh,jumlah 2,dua,INCORRECT,CRD
Wikipedia,"Sejak tahun 1999, Aceh telah mengalami beberapa pemekaran wilayah hingga sekarang mencapai 5 pemerintahan kota dan 18 kabupaten sebagai berikut:",Aceh,jumlah pemerintahan kota,5,CORRECT,CRD
Wikipedia,"Sejak tahun 1999, Aceh telah mengalami beberapa pemekaran wilayah hingga sekarang mencapai 5 pemerintahan kota dan 18 kabupaten sebagai berikut:",Aceh,jumlah kabupaten sebagai berikut,18,INCORRECT,CRD
Wikipedia,"Berdasarkan Pemilihan umum 2019, Provinsi Aceh mengirim 13 wakil ke DPR RI dari dua daerah pemilihan dan empat wakil ke DPD.",Provinsi Aceh,jumlah wakil ke DPR RI,13,CORRECT,CRD
Wikipedia,"Berdasarkan Pemilihan umum 2019, Provinsi Aceh mengirim 13 wakil ke DPR RI dari dua daerah pemilihan dan empat wakil ke DPD.",Provinsi Aceh,jumlah daerah pemilihan,dua,CORRECT,CRD
Wikipedia,"Berdasarkan Pemilihan umum 2019, Provinsi Aceh mengirim 13 wakil ke DPR RI dari dua daerah pemilihan dan empat wakil ke DPD.",Provinsi Aceh,jumlah wakil ke DPD,empat,CORRECT,CRD
Wikipedia,"Pada tingkat provinsi, berikut perolehan jumlah kursi di DPRA hasil Pemilihan Umum Legislatif 2019 tersusun dari 15 partai, dengan perincian sebagai berikut:",berikut perolehan jumlah kursi di DPRA hasil Pemilihan Umum Legislatif,jumlah partai,15,INCORRECT,CRD
Wikipedia,Aceh memiliki 13 etnis bangsa asli.,Aceh,jumlah etnis,13,CORRECT,CRD
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"50,32 %",CORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"15,87 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"11,46 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"3,89 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"2,55 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"2,47 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"2,26 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"1,09 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Hasil sensus penduduk tahun,persentase Aceh,"10,09 %",INCORRECT,PRC
Wikipedia,"Hasil sensus penduduk tahun 2000 menunjukkan hasil sebagai berikut: Aceh (50,32%), Jawa (15,87%), Gayo (11,46%), Alas (3,89%), Singkil (2,55%), Simeulue (2,47%), Batak (2,26%), Minangkabau (1,09%), lain-lain (10,09%) Namun sensus tahun 2000 ini dilakukan ketika Aceh dalam masa konflik sehingga cakupannya hanya menjangkau kurang dari setengah populasi Aceh saat itu.",Aceh dalam masa konflik sehingga cakupannya,jumlah menjangkau,kurang dari setengah,INCORRECT,CRD
Wikipedia,"Alasan yang juga kemudian disebutkan adalah kondisi konkret ketika itu berkenaan dengan politik, polemik di kalangan jumhur ulama soal bisa tidaknya hukum Islam diproduksi pasca kenabian selain persoalan dualisme aliran dalam Islam, dua aliran besar dalam tradisi tafsir hukum Islam.",hukum Islam,jumlah aliran besar dalam tradisi tafsir hukum Islam,dua,INCORRECT,CRD
Wikipedia,"Peningkatan mutu pendidikan merupakan upaya untuk mewujudkan ""Aceh Caroeng / Aceh Hebat"", sehingga pada Ujian Nasional Berbasis Komputer (UNBK) yang dilaksanakan pada tahun 2019 di Aceh tersebut dinyatakan sebagai satu dari tujuh provinsi di Indonesia yang menyelenggarakan UNBK 100 persen.",Peningkatan mutu pendidikan,jumlah provinsi di Indonesia,satu,INCORRECT,CRD
Wikipedia,"Peningkatan mutu pendidikan merupakan upaya untuk mewujudkan ""Aceh Caroeng / Aceh Hebat"", sehingga pada Ujian Nasional Berbasis Komputer (UNBK) yang dilaksanakan pada tahun 2019 di Aceh tersebut dinyatakan sebagai satu dari tujuh provinsi di Indonesia yang menyelenggarakan UNBK 100 persen.",Peningkatan mutu pendidikan,jumlah provinsi di Indonesia,tujuh,INCORRECT,CRD
Wikipedia,"Peningkatan mutu pendidikan merupakan upaya untuk mewujudkan ""Aceh Caroeng / Aceh Hebat"", sehingga pada Ujian Nasional Berbasis Komputer (UNBK) yang dilaksanakan pada tahun 2019 di Aceh tersebut dinyatakan sebagai satu dari tujuh provinsi di Indonesia yang menyelenggarakan UNBK 100 persen.",Peningkatan mutu pendidikan,persentase provinsi di Indonesia,100 persen,INCORRECT,PRC
Wikipedia,Rumah ini bertipe rumah panggung dengan 3 bagian utama dan 1 bagian tambahan.,Rumah ini,jumlah bagian utama,3,CORRECT,CRD
Wikipedia,Rumah ini bertipe rumah panggung dengan 3 bagian utama dan 1 bagian tambahan.,Rumah ini,jumlah bagian tambahan,1,CORRECT,CRD
Wikipedia,"Aceh yang memiliki setidaknya 10 etnis, memiliki kekayaan tari-tarian yang sangat banyak dan juga sangat mengagumkan.",Aceh,memiliki,10 etnis,CORRECT,QTY
Wikipedia,"Kuliner Bireuen yang paling terkenal adalah ""Sate Matang"" yang merupakan sate daging sapi atau kambing yang dibakar yang pada awalnya berasal dari kota Matang Glumpang Dua.",Kuliner Bireuen,jumlah kota Matang Glumpang,Dua,INCORRECT,CRD
Wikipedia,"Pada wilayah pesisir pantai suhu udara rata-rata 26,9 °C, suhu udara maksimum mencapai 32,5 °C dan minimum 22,9 °C.",suhu udara maksimum,mencapai,"32,5 °C",INCORRECT,MON
Wikipedia,Kelembaban relatif daerah ini berkisar antara 70 dan 80 persen.,Kelembaban relatif daerah ini,jumlah persen,70,INCORRECT,CRD
Wikipedia,Aceh memiliki curah hujan yang bervariasi berkisar antara 1.500-2.500 mm per tahun.,Aceh,tahun,1.500-2.500 mm,INCORRECT,QTY
Wikipedia,Secara geografis Aceh terletak antara 2° - 6° lintang utara dan 95° – 98° lintang selatan dengan ketinggian rata-rata 125 meter diatas permukaan laut.,geografis Aceh,terletak,95° – 98° lintang selatan,CORRECT,QTY
Wikipedia,Secara geografis Aceh terletak antara 2° - 6° lintang utara dan 95° – 98° lintang selatan dengan ketinggian rata-rata 125 meter diatas permukaan laut.,geografis Aceh,lintang selatan dengan ketinggian rata-rata,125 meter,INCORRECT,QTY
Wikipedia,"Luas Aceh 5.677.081 ha, dengan hutan sebagai lahan terluas yang mencapai 2.290.874 ha, diikuti lahan perkebunan rakyat seluas 800.553 ha.",Luas Aceh,mencapai,2.290.874 ha,INCORRECT,QTY
Wikipedia,"Luas Aceh 5.677.081 ha, dengan hutan sebagai lahan terluas yang mencapai 2.290.874 ha, diikuti lahan perkebunan rakyat seluas 800.553 ha.",Luas Aceh,lahan perkebunan rakyat seluas,800.553 ha,INCORRECT,QTY
Wikipedia,Sedangkan lahan industri mempunyai luas terkecil yaitu 3.928 ha.,lahan industri,luas,3.928 ha,CORRECT,QTY
Wikipedia,"Cakupan wilayah Aceh terdiri dari 119 pulau, 35 gunung dan 73 sungai utama.",Cakupan wilayah Aceh,jumlah pulau,119,INCORRECT,CRD
Wikipedia,"Cakupan wilayah Aceh terdiri dari 119 pulau, 35 gunung dan 73 sungai utama.",Cakupan wilayah Aceh,jumlah gunung,35,INCORRECT,CRD
Wikipedia,"Cakupan wilayah Aceh terdiri dari 119 pulau, 35 gunung dan 73 sungai utama.",Cakupan wilayah Aceh,jumlah sungai utama,73,INCORRECT,CRD
Wikipedia,"Cadangan total batubara di Aceh mencapai 476,80 juta ton yang tersebar di pesisir barat Aceh yaitu di kabupaten Aceh Jaya, Aceh Barat, Nagan Raya dan Singkil.",Cadangan total batubara di Aceh,mencapai,"476,80 juta ton",CORRECT,QTY
